,loan_amnt,funded_amnt,int_rate,annual_inc,total_pymnt
35162,15000,15000,15.31,60000.0,17885.54716
35163,11500,11500,8.59,30000.0,13048.64383
35164,11600,11600,8.94,46560.0,13267.7482
35165,20000,20000,14.61,63000.0,24821.99047
35166,8725,8725,12.18,29004.0,10240.02585
35167,10000,10000,14.26,130000.0,10459.67177
35168,13000,13000,8.94,130000.0,14869.02903
35169,20000,20000,16.7,78000.0,5629.63
35170,18000,18000,13.57,75000.0,22011.517
35171,7500,7500,15.65,33000.0,9446.19291
35172,6000,6000,12.53,35000.0,7222.676644
35173,20000,20000,13.92,225000.0,23572.76558
35174,12000,12000,15.65,65000.0,7069.51
35175,2375,2375,11.83,60000.0,2832.898681
35176,20000,20000,14.61,51996.0,24821.99066
35177,20000,20000,17.74,82000.0,9366.87
35178,14200,14200,11.48,78000.0,16731.50496
35179,3000,3000,8.94,22800.0,3431.286852
35180,6000,6000,14.96,85000.0,6550.747737
35181,9000,9000,8.94,44940.0,10293.91231
35182,16100,16100,11.83,70000.0,19204.40751
35183,20000,20000,11.48,85000.0,23737.28489
35184,13000,13000,11.83,107004.0,15506.63274
35185,5000,5000,7.74,62000.0,5609.528281
35186,20000,20000,17.39,62000.0,0.0
35187,10000,10000,11.14,93000.0,11657.49959
35188,2400,2400,7.74,42162.0,2697.386477
35189,10000,10000,14.61,45600.0,11445.16174
35190,8000,8000,12.53,45000.0,9562.421469
35191,12000,12000,16.0,95000.0,11105.52
35192,16000,16000,12.18,90000.0,19180.72723
35193,12300,12300,14.96,72000.0,15340.72491
35194,10500,10500,11.14,53796.0,12426.77885
35195,18400,18400,14.61,121000.0,22702.39577
35196,15000,15000,8.94,62280.0,17031.86442
35197,6000,6000,15.31,33996.0,7520.392607
35198,18000,18000,11.83,116004.0,20716.2348
35199,8000,8000,12.53,39996.0,8870.731897
35200,5175,5175,12.53,21000.0,1382.16
35201,20000,20000,14.26,158000.0,24700.07918
35202,20000,20000,11.14,150000.0,17088.31
35203,15000,15000,11.14,36700.0,16979.50625
35204,9000,9000,12.18,60989.0,2693.61
35205,10000,10000,8.94,50000.0,10966.83775
35206,17000,17000,8.94,65000.0,19444.09718
35207,4200,4200,11.48,48500.0,4984.814338
35208,13900,13900,8.94,29766.84,15898.39678
35209,4575,4575,7.74,78000.0,5141.74754
35210,20000,20000,11.83,84000.0,23856.43382
35211,5000,5000,16.35,50000.0,911.52
35212,3500,3500,15.65,65000.0,4409.730617
35213,20000,20000,11.48,192000.0,15990.3
35214,6400,6400,12.87,125000.0,6788.156102
35215,8000,8000,11.83,65004.0,9093.662108
35216,9500,9500,13.92,30000.0,11674.75562
35217,6000,6000,7.4,115000.0,6708.703374
35218,1000,1000,11.14,98000.0,1009.34
35219,20000,20000,13.57,98000.0,24457.30033
35220,13000,13000,11.83,56000.0,15506.59393
35221,13000,13000,11.83,115000.0,14884.10368
35222,1800,1800,8.94,75000.0,2056.264973
35223,5000,5000,8.59,249996.0,5689.825035
35224,10000,10000,13.22,60000.0,12168.50733
35225,10000,10000,16.0,46000.0,12657.59117
35226,10000,10000,7.74,54000.0,11238.90842
35227,16000,16000,11.83,50004.0,19086.73175
35228,7000,7000,8.59,60140.0,7702.977621
35229,10000,10000,13.57,108000.0,12228.611
35230,3000,3000,11.48,52000.0,3560.560628
35231,9000,9000,7.74,42000.0,9424.019927
35232,15000,15000,12.18,95892.0,17878.34097
35233,20000,20000,11.48,62400.0,23737.27913
35234,20000,20000,12.18,70000.0,22115.08685
35235,12000,12000,12.18,80000.0,12357.77646
35236,9000,9000,11.48,45000.0,10582.7121
35237,6700,6700,11.83,75744.0,7991.888273
35238,12000,12000,12.18,41004.0,12241.86212
35239,18500,18500,12.87,62004.0,21102.05846
35240,6950,6950,7.74,32000.0,7649.16669
35241,8450,8450,8.59,42000.0,9615.918606
35242,7000,7000,14.26,70000.0,7929.605307
35243,7500,7500,13.57,99504.0,9168.591282
35244,10000,10000,8.94,24996.0,11435.34641
35245,7000,7000,7.74,108000.0,7088.42
35246,11600,11600,8.59,63000.0,13175.14832
35247,2200,2200,11.48,40000.0,2467.822195
35248,2500,2500,7.74,42000.0,2643.050291
35249,10000,10000,8.94,62366.4,11437.69145
35250,7550,7550,13.22,36297.0,2294.01
35251,5200,5200,12.87,58000.0,6296.093618
35252,1675,1675,7.74,20000.0,1882.508944
35253,15000,15000,13.57,61572.0,15497.64835
35254,18000,18000,13.22,130000.0,21903.30251
35255,6000,6000,8.94,27000.0,5337.0
35256,7200,7200,8.59,112123.0,7351.422436
35257,5000,5000,13.22,20000.0,6447.767162
35258,8000,8000,12.18,30000.0,9590.353549
35259,20000,20000,13.22,78000.0,17212.84
35260,15000,15000,12.87,115000.0,18161.92219
35261,9600,9600,13.22,120000.0,11112.73916
35262,20000,20000,15.31,93600.0,25067.95732
35263,5000,5000,8.94,35004.0,5526.171602
35264,2300,2300,8.59,39000.0,2617.33094
35265,20000,20000,13.57,56004.0,24457.2982
35266,4800,4800,8.59,52000.0,5462.320557
35267,3000,3000,13.22,25000.0,3650.399749
35268,7000,7000,8.94,15090.0,1066.54
35269,3200,3200,7.74,45000.0,3587.116219
35270,6000,6000,8.94,60000.0,6757.621998
35271,1000,1000,7.4,30000.0,1118.117229
35272,3500,3500,11.83,57000.0,3534.75
35273,11100,11100,8.94,82500.0,12623.90093
35274,6000,6000,8.94,70000.0,6786.799121
35275,10000,10000,8.59,41000.0,11057.56509
35276,20000,20000,11.83,72000.0,21764.29747
35277,15000,15000,16.7,96000.0,19170.64048
35278,1500,1500,7.05,45000.0,1582.618232
35279,20000,20000,13.92,88400.0,21534.10293
35280,12000,12000,12.53,48996.0,14275.84415
35281,12000,12000,8.94,35088.0,13725.25003
35282,20000,20000,12.18,54996.0,23871.12689
35283,12000,12000,11.14,27000.0,9477.42
35284,20000,20000,17.74,120000.0,23112.02938
35285,9600,9600,14.61,42000.0,11865.84059
35286,7550,7550,13.92,40000.0,8693.191852
35287,2000,2000,13.22,55000.0,2433.579273
35288,4575,4575,17.74,11000.0,5853.945766
35289,3000,3000,12.53,64680.0,3599.017394
35290,5000,5000,12.87,39996.0,5787.187447
35291,8000,8000,18.43,38698.0,9628.86
35292,9000,9000,12.53,40000.0,10757.7426
35293,1000,1000,7.74,29000.0,1047.14
35294,1000,1000,7.4,69000.0,1118.117229
35295,10000,10000,13.57,97000.0,12228.60927
35296,2800,2800,14.96,89000.0,3492.174639
35297,10000,10000,16.35,77000.0,12588.99402
35298,2400,2400,7.4,66000.0,2683.456335
35299,6000,6000,12.87,80000.0,7020.062072
35300,2500,2500,14.96,59000.0,3117.977374
35301,3000,3000,8.94,83957.0,3431.286852
35302,12000,12000,14.61,100000.0,14819.71947
35303,6000,6000,8.94,40000.0,5091.59
35304,12000,12000,14.26,56000.0,14820.07475
35305,6000,6000,14.96,52000.0,7483.309256
35306,4200,4200,14.26,61512.0,5166.03
35307,7500,7500,12.18,67000.0,8626.887846
35308,12700,12700,8.94,70000.0,13467.17705
35309,3800,3800,14.26,108000.0,4387.079874
35310,9925,9925,11.48,45000.0,11779.57027
35311,5000,5000,8.59,20000.0,5629.570639
35312,20000,20000,12.53,111262.0,24095.69722
35313,15850,15850,16.35,56000.0,5941.34
35314,4000,4000,13.22,50000.0,4476.809557
35315,5000,5000,12.18,27000.0,5993.967484
35316,6000,6000,13.57,57996.0,7237.605427
35317,3200,3200,14.96,57500.0,3617.811649
35318,10000,10000,8.59,36000.0,11379.76548
35319,3200,3200,13.22,90000.0,3893.764565
35320,8000,8000,11.14,21340.0,1326.41
35321,8000,8000,13.92,75000.0,9831.393494
35322,6000,6000,11.48,56000.0,2944.93
35323,20000,20000,14.26,90000.0,3562.05
35324,12000,12000,8.94,60000.0,13262.80665
35325,5075,5075,11.48,20000.0,5376.49
35326,20000,20000,13.92,85000.0,24662.49671
35327,1000,1000,11.83,51000.0,1191.815002
35328,15000,15000,13.22,50000.0,17621.99247
35329,13475,13475,8.94,76500.0,15413.18825
35330,6600,6600,11.14,40200.0,7794.541602
35331,2000,2000,14.26,30123.0,2469.946684
35332,16000,16000,8.94,120000.0,18270.58394
35333,10000,10000,8.94,55000.0,11010.55899
35334,4600,4600,8.59,51996.0,5233.872753
35335,4000,4000,8.59,24000.0,4394.539726
35336,15000,15000,11.83,233000.0,17022.20076
35337,3500,3500,16.0,27000.0,4429.733456
35338,3000,3000,7.74,111996.0,3125.47224
35339,5000,5000,12.18,67500.0,5751.284085
35340,8000,8000,13.57,132640.0,9782.903675
35341,10000,10000,8.94,62000.0,11079.55167
35342,2200,2200,7.4,58000.0,2459.866242
35343,7000,7000,12.87,50000.0,8407.024666
35344,11000,11000,8.59,26000.0,12330.28005
35345,13000,13000,12.87,43000.0,14250.19456
35346,10000,10000,8.94,54996.0,11437.69193
35347,12000,12000,12.53,78000.0,13921.34369
35348,5000,5000,11.83,113800.0,5964.109932
35349,5000,5000,7.74,56004.0,5449.043251
35350,20000,20000,13.22,76464.0,24336.39117
35351,9600,9600,8.94,85000.0,5786.45
35352,2500,2500,11.14,54924.0,2947.934511
35353,5000,5000,13.92,15000.0,5058.0
35354,15000,15000,18.43,35000.0,19640.94523
35355,3500,3500,8.59,58000.0,3809.690569
35356,8000,8000,13.22,78000.0,9156.603243
35357,20000,16175,13.22,64000.0,19236.02115
35358,7500,7500,11.14,30000.0,8857.428294
35359,2000,2000,7.4,70000.0,2236.234458
35360,9000,9000,8.94,50760.0,10293.91413
35361,6000,6000,12.18,45000.0,7151.331348
35362,4000,4000,11.14,60000.0,2755.2
35363,1500,1500,8.94,31000.0,1715.643426
35364,3000,3000,7.4,48000.0,3163.886635
35365,10400,10400,16.35,35004.0,13222.22243
35366,3200,3200,11.83,54731.0,3788.590939
35367,4000,4000,7.4,19000.0,4472.468915
35368,20000,20000,16.35,98240.0,24837.62148
35369,12000,12000,14.26,42000.0,13691.62738
35370,4800,4800,13.92,56000.0,5484.808107
35371,6000,6000,11.83,24996.0,7116.787379
35372,1200,1200,14.26,50000.0,1460.901107
35373,12800,12800,11.83,105000.0,13401.39382
35374,10000,10000,12.18,60000.0,11388.9925
35375,20000,20000,14.61,84000.0,24531.65367
35376,6000,6000,7.4,110000.0,6724.84493
35377,10000,10000,17.04,120000.0,12842.57238
35378,3500,3500,8.59,12996.0,1223.93
35379,5175,5175,18.43,25000.0,5482.844238
35380,15000,15000,16.0,42996.0,19083.6449
35381,6500,6500,8.59,83500.0,6654.79
35382,5000,5000,13.92,73000.0,2045.52
35383,16000,16000,16.35,80000.0,20633.21478
35384,1500,1500,12.18,18000.0,1096.92
35385,9800,9800,8.94,75000.0,11208.91552
35386,20000,20000,11.83,75000.0,23722.7099
35387,5375,5375,8.94,139913.0,6011.960245
35388,12800,12800,11.83,35000.0,15283.43433
35389,20000,20000,11.48,50950.0,23737.27458
35390,10000,10000,8.59,87000.0,11366.603
35391,4000,4000,11.48,45204.0,4135.273008
35392,5000,5000,11.14,30000.0,5904.997569
35393,11225,11225,11.14,53590.0,13137.09669
35394,3600,3600,11.48,20004.0,3771.183278
35395,8400,8400,8.94,55000.0,8752.525298
35396,20000,20000,14.26,80004.0,24652.12137
35397,10000,10000,11.14,26004.0,11810.05336
35398,14400,14400,12.53,75000.0,17348.9319
35399,10400,10400,8.94,37000.0,10766.16968
35400,10000,10000,13.22,48000.0,12113.87412
35401,20000,20000,12.18,157200.0,23303.14427
35402,6000,6000,8.59,52000.0,6503.525518
35403,12000,12000,11.14,85000.0,14167.82314
35404,17500,17500,12.87,120000.0,20720.18907
35405,2200,2200,12.53,27500.0,2629.659527
35406,5000,5000,7.4,85800.0,5590.586144
35407,2000,2000,16.0,79000.0,2531.276431
35408,20000,20000,14.26,108901.0,17837.89
35409,10000,9875,7.74,54996.0,11069.70071
35410,10000,10000,11.14,21600.0,10965.68548
35411,7550,7550,14.61,21324.0,8580.162459
35412,6700,6700,15.31,27600.0,7929.315423
35413,9500,9500,16.35,64000.0,11311.12957
35414,3000,3000,8.94,20000.0,3431.288452
35415,11000,11000,8.94,116000.0,12385.28121
35416,11000,11000,8.94,43000.0,12270.21378
35417,3600,3600,11.83,121000.0,3737.012399
35418,15000,15000,12.87,56000.0,18161.92855
35419,10000,10000,12.18,102000.0,11967.54027
35420,5000,5000,12.18,53500.0,5993.968258
35421,2000,2000,7.74,51000.0,2201.283162
35422,20000,20000,13.57,100000.0,20227.88
35423,9000,9000,8.94,54000.0,9319.273454
35424,16000,16000,11.83,41196.0,19086.71775
35425,16000,16000,12.87,52000.0,19372.68683
35426,13200,13200,12.53,46596.0,15903.57006
35427,12000,12000,12.53,60000.0,2483.97
35428,12000,12000,8.94,56628.0,13160.07632
35429,20000,20000,11.83,129000.0,23761.07154
35430,4500,4500,16.35,75000.0,4868.71275
35431,10000,10000,14.26,94500.0,12350.05092
35432,4575,4575,11.48,17000.0,5429.839798
35433,2400,2400,8.94,22790.0,2499.943569
35434,5000,5000,13.22,39500.0,6084.051528
35435,20000,20000,16.7,90000.0,23794.96044
35436,11750,11750,15.31,50004.0,14621.18025
35437,8000,8000,13.92,37732.83,6007.88
35438,12000,12000,11.48,50000.0,14242.3151
35439,4000,4000,12.53,55000.0,4819.118202
35440,20000,20000,14.61,115000.0,23349.57253
35441,10000,10000,7.74,37000.0,11239.0909
35442,10000,10000,8.94,117000.0,11438.43225
35443,6775,6775,8.59,116004.0,7671.288248
35444,9600,9600,12.87,115000.0,11014.92177
35445,7000,7000,8.59,40000.0,7965.903783
35446,1600,1600,13.92,72000.0,1720.938315
35447,9000,9000,13.22,90900.0,9196.37
35448,9000,9000,12.87,67092.0,10927.86628
35449,1500,1500,14.61,48000.0,1861.594793
35450,8800,8800,11.48,36996.0,10444.36783
35451,20000,20000,17.04,180000.0,25685.24788
35452,17800,17800,16.35,85000.0,22639.57457
35453,12000,12000,11.83,91234.2,14309.94913
35454,2500,2500,13.22,90000.0,3041.147204
35455,8500,8500,8.94,51000.0,9720.051554
35456,5000,5000,12.53,20004.0,6024.053274
35457,8000,8000,7.74,50000.0,8991.085241
35458,15000,15000,11.48,115000.0,16493.72177
35459,2500,2500,12.53,57996.0,2999.163993
35460,6000,6000,19.13,68250.0,7931.547671
35461,7000,7000,7.74,30000.0,7776.936804
35462,6000,6000,8.59,54000.0,6822.974596
35463,12000,12000,15.31,73558.0,15034.87423
35464,5000,5000,11.48,105000.0,5934.267715
35465,4500,4500,11.83,56000.0,5052.314282
35466,6000,6000,8.59,57996.0,6827.819028
35467,7000,7000,14.96,47000.0,8730.482032
35468,10000,10000,14.61,30000.0,10361.85376
35469,2000,2000,11.14,37000.0,2263.915097
35470,8000,8000,15.31,97000.0,10027.12463
35471,14400,14400,11.14,65000.0,15268.99479
35472,15000,15000,14.96,171996.0,18708.78672
35473,6000,6000,17.04,50000.0,7016.65391
35474,9800,9800,8.59,48000.0,11152.19795
35475,13200,13200,11.48,42200.0,14850.15975
35476,8000,8000,11.14,55000.0,9447.75419
35477,12000,12000,11.14,62000.0,14168.02323
35478,15000,15000,11.48,150000.0,17803.74222
35479,20000,20000,13.22,72893.0,24337.51981
35480,3500,3500,8.94,28000.0,3974.076327
35481,13000,13000,11.83,37800.0,14595.72923
35482,14075,14075,11.48,27996.0,7423.81
35483,20000,20000,13.57,72000.0,24541.40674
35484,7000,7000,17.04,40000.0,1047.91
35485,20000,20000,11.83,54000.0,23849.93453
35486,19000,19000,13.92,85000.0,23350.19889
35487,20000,20000,11.48,200000.0,23737.90907
35488,19000,19000,11.14,65412.0,19178.66
35489,15000,15000,12.18,78408.0,15990.63364
35490,3000,3000,8.59,50004.0,3413.918507
35491,4000,4000,11.83,60000.0,4771.249776
35492,6000,6000,12.53,36000.0,7228.710166
35493,20000,20000,13.92,79701.0,24579.10718
35494,14000,14000,8.59,62004.0,15084.92607
35495,8500,8500,12.18,81400.0,10189.75975
35496,7500,7500,7.74,28000.0,8429.219033
35497,4000,4000,8.94,65000.0,3041.76
35498,20000,20000,17.04,60000.0,24265.25482
35499,7500,7500,12.18,80000.0,8988.470385
35500,18000,18000,12.18,44000.0,24142.17
35501,2000,2000,13.22,4000.0,2433.582616
35502,5500,5500,14.61,78792.0,6826.005365
35503,9000,9000,8.94,120000.0,10294.56244
35504,2500,2500,17.04,69736.0,3210.616662
35505,4200,4200,13.92,19000.0,5147.61531
35506,20000,20000,11.48,50000.0,22126.41159
35507,10000,10000,8.94,75000.0,11388.97012
35508,4000,4000,7.74,34000.0,4495.664965
35509,4900,4900,11.14,54096.0,5765.420768
35510,20000,20000,17.39,45000.0,25811.09684
35511,12000,12000,8.94,110000.0,13647.48701
35512,20000,20000,11.83,85000.0,7289.19
35513,12000,12000,8.94,125000.0,13726.13707
35514,20000,20000,13.22,105000.0,8107.2
35515,20000,20000,14.61,100000.0,22972.54162
35516,10000,10000,11.48,75000.0,11868.60774
35517,10500,10500,8.94,30000.0,12009.55663
35518,10000,10000,18.43,85000.0,13106.20877
35519,4000,4000,16.0,67000.0,4768.626116
35520,10000,10000,16.0,66847.3,12657.90839
35521,10250,10250,11.48,80000.0,5744.5
35522,7000,7000,7.74,180000.0,7584.663758
35523,10000,10000,8.94,62000.0,11438.33372
35524,5500,5500,8.59,42312.0,6149.9893
35525,15850,15850,14.26,50000.0,18656.27783
35526,9000,9000,11.14,72000.0,9322.638507
35527,15000,15000,15.65,322400.0,18792.7732
35528,20000,17450,16.7,62000.0,21933.09039
35529,5000,5000,13.57,50532.0,5319.731945
35530,10000,10000,8.94,180000.0,2522.42
35531,7000,7000,11.83,65000.0,8151.510648
35532,5000,5000,11.14,30000.0,5904.904873
35533,6000,6000,8.94,60000.0,6862.625071
35534,12000,11975,13.92,60000.0,14647.21004
35535,20000,20000,12.53,124000.0,1547.83
35536,20000,20000,11.48,250000.0,23738.21153
35537,12000,12000,12.53,74000.0,14040.76853
35538,6125,6125,7.74,75400.0,6402.804788
35539,2800,2800,7.4,8000.0,3119.70162
35540,15600,15600,12.53,84996.0,12887.72
35541,13300,13300,16.0,39875.0,16619.1109
35542,6700,6700,14.26,31200.0,8275.377341
35543,20000,20000,17.04,186462.0,9936.5
35544,10000,10000,13.22,32000.0,12063.92766
35545,15000,15000,12.18,91000.0,1157.23
35546,6500,6500,15.31,40100.0,7644.074986
35547,12000,12000,8.94,100000.0,13723.84445
35548,6200,6200,13.92,42500.0,6410.818814
35549,10000,10000,8.59,122004.0,11379.75314
35550,4700,4700,13.92,27500.0,5581.79843
35551,4500,4500,7.4,86854.0,5031.528916
35552,4200,4200,11.48,65000.0,4984.811833
35553,1600,1600,14.26,48000.0,1976.004232
35554,5000,5000,14.61,95000.0,5568.88
35555,3600,3600,8.59,40000.0,4081.818176
35556,20000,20000,11.48,71874.0,23403.09996
35557,20000,20000,14.61,125000.0,24595.28189
35558,7000,7000,7.74,47500.0,7846.786878
35559,3000,3000,16.0,22000.0,1260.36
35560,15000,15000,11.83,31200.0,15704.83849
35561,10000,10000,7.74,48000.0,11209.78973
35562,8000,8000,13.57,72000.0,9676.336996
35563,20000,20000,11.83,90000.0,23678.73445
35564,6000,6000,12.53,125000.0,7228.726307
35565,20000,20000,11.83,50004.0,23858.57155
35566,12500,12500,8.59,135996.0,14224.72454
35567,20000,20000,13.22,85000.0,23151.43529
35568,19800,19800,11.48,116000.0,23531.17198
35569,6500,6500,16.35,21840.0,8282.010536
35570,1000,1000,14.96,37000.0,1256.155924
35571,15000,15000,12.18,52000.0,16896.8114
35572,12300,12300,12.53,31200.0,14837.7017
35573,10000,10000,12.87,100000.0,12124.73481
35574,2000,2000,8.59,188004.0,2266.817127
35575,5000,5000,7.74,39500.0,5437.078896
35576,4500,4500,8.94,100000.0,5125.019127
35577,17500,17500,11.83,78948.0,20832.58517
35578,18500,18500,12.87,145000.0,22399.71237
35579,12000,12000,11.48,57300.0,14242.3125
35580,20000,20000,13.22,90000.0,23694.80704
35581,9000,9000,7.74,130008.0,9525.663691
35582,4500,4500,7.74,44004.0,4893.081956
35583,7600,7600,7.74,44208.0,8541.601928
35584,13000,13000,8.59,56004.0,14028.30776
35585,10400,10400,12.53,41004.0,12529.77444
35586,5000,5000,13.22,36000.0,6084.051528
35587,12000,12000,8.94,39996.0,13725.25122
35588,12000,12000,12.18,90000.0,12792.41007
35589,1000,1000,14.61,42588.0,1047.118092
35590,5000,5000,11.14,60000.0,5905.015925
35591,12500,12500,8.94,42000.0,13865.08672
35592,15250,15250,15.31,160000.0,16841.67261
35593,10000,10000,8.59,39996.0,11209.5394
35594,10000,10000,8.94,122000.0,11388.9732
35595,5000,5000,12.53,19200.0,6023.880289
35596,10500,10500,13.92,70500.0,3953.05
35597,14000,14000,14.26,110000.0,5890.82
35598,6000,6000,13.57,30000.0,7337.119638
35599,20000,20000,13.92,45000.0,24531.97901
35600,5000,5000,14.26,50004.0,6024.591303
35601,20000,20000,14.96,101000.0,20731.37012
35602,5000,5000,16.35,83100.0,6359.200145
35603,15000,15000,11.14,66000.0,17714.60252
35604,5200,5200,13.92,35000.0,5432.993151
35605,6500,6500,15.65,42500.0,2072.47
35606,9000,9000,11.83,70000.0,9987.408795
35607,7500,7500,11.48,56400.0,8597.316542
35608,1000,1000,12.53,26650.0,1204.765039
35609,12000,12000,13.57,52000.0,14580.39283
35610,8000,8000,11.14,62000.0,9448.060796
35611,20000,20000,15.31,78000.0,23669.59924
35612,4000,4000,11.83,45000.0,4769.95679
35613,7200,7200,13.22,40000.0,8688.572412
35614,20000,20000,16.0,60000.0,25313.24117
35615,10800,10800,13.57,55000.0,13094.79698
35616,4000,4000,17.39,52600.0,4114.761152
35617,9300,9300,11.83,90000.0,10900.99406
35618,2600,2600,13.22,27000.0,2696.611878
35619,3000,3000,11.83,42000.0,3578.401886
35620,2000,2000,11.14,42000.0,2193.271331
35621,4000,4000,12.53,35004.0,4790.751879
35622,3500,3500,11.48,35000.0,4154.024242
35623,14000,14000,16.7,70000.0,16812.3899
35624,3000,3000,13.92,47208.0,3284.140306
35625,20000,20000,17.04,100000.0,25685.24788
35626,12000,12000,13.57,78000.0,14514.48186
35627,3000,3000,7.74,64200.0,3060.710236
35628,5000,5000,12.18,72000.0,5993.99875
35629,1000,1000,13.57,12000.0,33.73
35630,20000,20000,13.92,84000.0,24578.54931
35631,14000,14000,16.0,75000.0,17720.65778
35632,4800,4800,12.53,63200.0,5737.594382
35633,7750,7750,13.16,26000.0,9380.035683
35634,5000,5000,8.59,40000.0,5689.911367
35635,4800,4800,8.59,57996.0,5451.877105
35636,20000,20000,12.18,190000.0,23975.90247
35637,8000,8000,13.92,80000.0,9035.948558
35638,20000,20000,12.18,66996.0,23975.87697
35639,18000,18000,17.39,245000.0,23228.93083
35640,12000,12000,11.14,32000.0,14167.93816
35641,10000,10000,8.59,73000.0,10741.51084
35642,6000,6000,12.87,65004.0,7264.77245
35643,5000,5000,7.74,15000.0,5619.447857
35644,11000,11000,14.61,69000.0,13652.09919
35645,7000,7000,7.74,52000.0,7867.217672
35646,9850,9850,8.94,32000.0,11266.14738
35647,7500,7500,7.74,31200.0,8348.316363
35648,4800,4800,13.22,50000.0,6060.452916
35649,19000,19000,11.48,175000.0,21719.16184
35650,2800,2800,12.87,45325.0,3210.14
35651,10000,10000,7.74,70000.0,11158.41971
35652,5000,5000,8.59,33004.0,5689.867913
35653,18000,18000,15.31,95000.0,21972.67753
35654,7200,7200,14.26,75000.0,8891.977687
35655,16000,16000,11.83,65000.0,19086.54981
35656,9200,9200,7.74,61476.0,10073.75645
35657,13000,13000,12.87,78000.0,15644.95622
35658,20000,20000,14.61,85155.29,24821.98766
35659,20000,20000,16.35,99996.0,25437.54556
35660,12000,12000,12.18,100000.0,14385.56755
35661,9000,9000,8.59,75000.0,9610.460709
35662,20000,20000,11.83,105000.0,23856.4051
35663,15000,15000,11.48,65000.0,17802.9401
35664,12900,12900,11.14,60000.0,15234.96589
35665,15000,15000,11.48,80000.0,15810.30413
35666,12800,12800,11.83,44640.0,15255.69425
35667,10000,10000,18.43,135000.0,12477.7913
35668,10000,10000,7.74,135000.0,10103.92
35669,8000,8000,14.96,64000.0,9977.745671
35670,9500,9500,8.94,85500.0,10499.73103
35671,3375,3375,12.53,18000.0,4066.155783
35672,11000,11000,11.48,27300.0,13055.46144
35673,8000,8000,12.18,47000.0,9111.194446
35674,4800,4800,13.22,42000.0,5840.808328
35675,15850,15850,11.14,78411.0,11957.47
35676,2400,2400,12.53,35000.0,2891.484382
35677,7000,7000,8.59,90000.0,7965.832431
35678,15000,15000,11.48,84996.0,17314.51879
35679,5000,5000,16.7,40900.0,6354.378345
35680,8000,8000,8.59,40000.0,9103.83688
35681,3000,3000,13.22,50402.03,3650.399531
35682,7000,7000,8.59,85000.0,7587.321382
35683,20000,20000,13.22,165000.0,21619.13589
35684,8000,8000,12.53,60000.0,9280.881228
35685,5000,5000,11.14,70000.0,5659.860929
35686,6900,6900,12.87,39000.0,7617.951352
35687,8000,8000,12.87,26000.0,9437.1764
35688,10800,10800,13.22,57000.0,13141.94809
35689,6500,6500,7.74,50000.0,7172.493206
35690,4800,4800,11.14,35000.0,5668.819276
35691,20000,20000,11.48,105000.0,23737.273
35692,15000,15000,11.48,48000.0,16594.76415
35693,6500,6500,13.22,62500.0,7636.157388
35694,6350,6350,8.94,36000.0,7166.885679
35695,5750,5750,13.57,42000.0,6971.670111
35696,4575,4575,15.65,24996.0,5762.119464
35697,9000,9000,12.53,84800.0,10843.0735
35698,7500,7500,13.92,50000.0,3654.15
35699,11000,11000,11.14,47160.0,12451.62195
35700,2500,2500,12.53,38060.0,2526.54
35701,4700,4700,15.31,19200.0,5890.899732
35702,19125,19125,13.92,90200.0,23392.69435
35703,5750,5750,8.94,45900.0,6474.122966
35704,1250,1250,11.83,29500.0,1491.006591
35705,4900,4900,12.18,70000.0,5399.064315
35706,8600,8600,14.96,36500.0,10689.84099
35707,18000,18000,12.87,43236.0,21794.29664
35708,7200,7200,16.35,82000.0,9182.959576
35709,4500,4500,12.87,35000.0,5287.637042
35710,2500,2500,11.48,35000.0,2543.57
35711,10000,10000,8.94,60350.0,11437.696
35712,7000,7000,11.83,31221.0,8349.742756
35713,20000,20000,12.53,40000.0,24095.69722
35714,20000,20000,12.53,108000.0,24095.61389
35715,3500,3500,8.0,30000.0,3945.513965
35716,1500,1500,13.47,18000.0,1831.769096
35717,3000,3000,8.0,30000.0,3059.77
35718,2400,2400,12.21,36000.0,2878.370828
35719,7500,7500,12.53,48000.0,9035.849789
35720,7000,7000,16.63,30996.0,7947.009056
35721,8000,8000,9.32,43000.0,9201.421098
35722,8000,8000,12.84,47000.0,1401.87
35723,7400,7400,8.0,37000.0,8332.817299
35724,6600,6600,12.84,70000.0,7987.906399
35725,8000,8000,9.63,48000.0,9006.708695
35726,3000,3000,11.26,65200.0,3430.174533
35727,7000,7000,9.32,49000.0,7900.695475
35728,8000,8000,13.16,50000.0,9254.263883
35729,10875,10875,12.84,41500.0,10306.58
35730,25000,25000,15.68,108000.0,15749.81
35731,6000,6000,15.37,72000.0,7526.753967
35732,10000,10000,10.95,70000.0,10668.47143
35733,16000,16000,11.89,78000.0,19102.38359
35734,25000,25000,14.11,116736.0,4443.88
35735,4000,4000,11.89,68004.0,4048.08
35736,20000,20000,13.16,75000.0,24206.085
35737,7775,7775,12.21,63000.0,9270.172583
35738,12000,12000,9.63,60000.0,13864.67512
35739,21125,21125,13.16,176608.0,24017.62567
35740,7800,7800,13.79,34000.0,4247.04
35741,7300,7300,9.32,30000.0,7846.199723
35742,7000,7000,9.32,40000.0,8050.546151
35743,10000,10000,12.53,46000.0,12048.0936
35744,1200,1200,7.68,32000.0,1347.428803
35745,5000,5000,16.0,32400.0,3674.47
35746,25000,25000,11.58,100000.0,29704.21551
